CHAT_DAY,CHAT_HOUR,CHAT_MINUTE,CHAT_SECOND,USERNAME,CHAT_MESSAGE
2014-06-28,01,23,21,<DanC_>,hmm... looks like I installed idea-IC-132.325 a while ago
2014-06-28,01,24,26,<DanC_>,* DanC_ considers http://confluence.jetbrains.com/display/IDEADEV/IDEA+14+EAP ... passes
2014-06-28,01,26,44,<butter>,the in-browser IDE ppl aren't sleeping
2014-06-28,01,28,38,<butter>,"until i buy a >2006- laptop, w3m.el in emacs is still multitudes faster than expecting something in firepig to work right. let alone w/o connectivity to ""phone home"" to github or bespun/skywriter/c9.io servers"
2014-06-28,01,29,12,<butter>, https://mozillalabs.com/en-US/skywriter/  https://atom.io/
2014-06-28,01,32,19,<butter>,"always hear from mother when Outlook-Web completely nukes messages on 'save' or 'send' and they appear neither in drafts or sent. so installed some obsessive-caching-in-LocalStorage <form> field plugin to firefox, which naturally got disabled by some corporate-initiated wiping or version-upgrade-plugin-disabling after a month or two"
2014-06-28,01,32,32,<butter>,notepad.exe/vi have a long life ahead of them...
2014-06-28,01,38,01,<MrWoohoo>,MrWoohoo has quit
2014-06-28,02,00,54,<DanC_>,ideaIC-13.1.3.tar.gz
2014-06-28,02,06,01,<DanC_>,"* DanC_ disables old scala, SBT plugins... gets fresh ones..."
2014-06-28,02,11,54,<mus1cb0x>,any swig devs around?
2014-06-28,02,12,17,<mus1cb0x>,the decision to use { sucks i think because it changes my standard html into 'not html'
2014-06-28,02,12,34,<mus1cb0x>,why didn't the swig devs use <?
2014-06-28,02,12,46,<mus1cb0x>,{% block content %}
2014-06-28,02,12,56,<mus1cb0x>,<% block content %>
2014-06-28,02,12,59,<mus1cb0x>,still valid html
2014-06-28,02,34,48,<karlcow>,karlcow has quit
2014-06-28,02,55,43,<FlashingFire1>,hm
2014-06-28,02,55,49,<FlashingFire1>,notifications didn't work
2014-06-28,02,57,12,<AAA_awright>,mus1cb0x: Semantic Web Interest Group swig?
2014-06-28,02,57,24,<FlashingFire1>,DanC did you settle on a scala link?
2014-06-28,02,57,53,<DanC_>,well...
2014-06-28,02,58,06,<DanC_>,I'm still struggling to write a tiny program to fetch a web page using http://dispatch.databinder.net/Dispatch.html
2014-06-28,02,58,30,<DanC_>,"actually, I can write the program; I just can't get this IDE (intellij) to grok the build.sbt file"
2014-06-28,02,59,05,<FlashingFire1>,You lost me with that last bit
2014-06-28,02,59,17,<mus1cb0x>,"AAA_awright: er yea wrong chan, sorry"
2014-06-28,02,59,53,<mus1cb0x>,mus1cb0x has left #swig
2014-06-28,03,09,00,<DanC_>,IntelliJ is what I'm using instead of Eclipse
2014-06-28,03,09,23,<DanC_>,build.sbt is where I put wishes for software that other people wrote
2014-06-28,03,09,41,<DanC_>,I was having trouble getting IntelliJ to grant such wishes. but it's playing nicely now.
2014-06-28,03,10,58,<butter>, https://atom.io/packages/autosave looks promising. wonder if anyone's done cord-pull battle-testing on various IDEs
2014-06-28,03,13,15,<butter>,any opinion on https://github.com/adobe/brackets
2014-06-28,03,15,55,<DanC_>,"FlashingFire1, tiny little scala program that fetches info from the web: https://github.com/dckc/pada1"
2014-06-28,03,17,15,<DanC_>,"FlashingFire1, what's that bracket page?"
2014-06-28,03,17,17,<homo-erotic_lite>,homo-erotic_lite is now known as HomoEroticClint
2014-06-28,03,43,27,<FlashingFire1>,I think you're referring to challonge
2014-06-28,03,44,30,<FlashingFire1>,Sample bracket: http://challonge.com/ARLOPMS
2014-06-28,04,02,11,<FlashingFire1>,For Intellij: Ultimate or Community edition?
2014-06-28,04,02,18,<FlashingFire1>,DanC
2014-06-28,04,02,26,<DanC_>,hi
2014-06-28,04,02,36,<DanC_>,oh...
2014-06-28,04,02,38,<DanC_>,community
2014-06-28,04,02,41,<FlashingFire1>,k
2014-06-28,04,04,51,<DanC_>,* DanC_ installs IntelliJ markdown plugin for project documentation...
2014-06-28,04,05,18,<DanC_>,. http://plugins.jetbrains.com/plugin/5970?pr=phpStorm
2014-06-28,04,09,26,<DanC_>,I wonder if we should share a repository or do pull request style. hmm.
2014-06-28,04,09,57,<DanC_>,KC Royals won!
2014-06-28,04,10,15,<DanC_>,Sporting KC is playing Portland. I should tell K.
2014-06-28,04,42,33,<HomoEroticClint>,HomoEroticClint is now known as CaptainHomoeroti
2014-06-28,04,42,46,<CaptainHomoeroti>,CaptainHomoeroti is now known as Cpt_Homoerotica
2014-06-28,05,09,00,<Cpt_Homoerotica>,"DanC_, do you know Liam R.E. Quin, the XML activity lead?"
2014-06-28,05,09,15,<DanC_>,um. sure.
2014-06-28,05,09,49,<Cpt_Homoerotica>,"DanC_, excellent, you think you can sweet talk him into recording himself saying ""Ohh yes, I'm an incorrigible old quare."" and ""Ohh no, she's very happy for me to quare away like billy-oh."""
2014-06-28,05,10,49,<DanC_>,"I haven't spoken with him in ages, and I don't have any plans to be in contact with him."
2014-06-28,05,52,29,<FlashingFire1>,FlashingFire1 has quit
2014-06-28,05,52,47,<butter>,can it replace IRC ? http://air.csail.mit.edu/punya/we_report_files/architecture.png
2014-06-28,06,15,26,<dprophit>,dprophit has joined #swig
2014-06-28,06,15,56,<dprophit>, Would anyone available here like to coach me on schema.org expressing <del> on a price markdown for offer schema?
2014-06-28,06,33,51,<butter>,"IRC is pretty low-traffic (besides DanC talking to the web - http://www.madmode.com/2014/01-talking-to-the-web.html ) , have you tried public-vocabs@w3 mailinglist?"
2014-06-28,06,34,01,<butter>,"dbs and danbri do schema.org stuff, but it's not work-hours right now presumably"
2014-06-28,06,34,51,<dprophit>,thanks butter. Hard to tell which timezone everyone works within =)
2014-06-28,06,37,37,<butter>, http://lists.w3.org/Archives/Public/public-vocabs/2014Jun/
2014-06-28,06,37,54,<butter>,i bet google can do site: and train results to that dir (if mailman lacks a search?)
2014-06-28,06,38,20,<butter>,i donno. im guessing most ppl here are GMT-5 (Cambridge) or London (GMT+1?) mainly
2014-06-28,06,38,25,<butter>,a few Californias
2014-06-28,06,38,43,<butter>,i think most ppl moved to twitter. as it's not open-source i'm not terribly interested in thnat..
2014-06-28,06,39,03,<dprophit>,UK is usually 7 hours ahead of me. it's 2:39A here in EST
2014-06-28,06,39,15,<butter>,"that adn they have an orthogonal API and API Keys, instead of it being webarch on the main web URIs"
2014-06-28,06,39,40,<butter>,"anything that has an API site on a seperate domain is suspect - https://encrypted.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CB4QFjAA&url=http%3A%2F%2Fruben.verborgh.org%2Fblog%2F2013%2F11%2F29%2Fthe-lie-of-the-api%2F&ei=WmOuU7POBe_gsATStoHQBw&usg=AFQjCNGvpL9ym9l9rsPHZtXDskptogNAnQ&bvm=bv.69837884,d.cWc"
2014-06-28,06,39,45,<butter>,ugh
2014-06-28,06,40,52,<butter>,wonder how i can get google to not obfuscate <a>s in resujlts. cookies? Js? sign in?
2014-06-28,06,41,35,<dprophit>,click the results is usually what I do then share the URL
2014-06-28,06,41,51,<butter>,butter is now known as dbu
2014-06-28,06,41,53,<dbu>, http://data.whats-your.name/schema?q=discount
2014-06-28,06,43,24,<dprophit>,http://schema.org/discount good deal. bad deal =( only used on order schema
2014-06-28,06,43,25,<dc_swig_>,A: http://schema.org/discount from dprophit
2014-06-28,06,43,44,<dbu>,hmm?
2014-06-28,06,44,31,<dbu>,as opposed to a Product schema or so?
2014-06-28,06,44,57,<dbu>,maybe use it outside the range theyve defined it for ;)
2014-06-28,06,45,02,<dprophit>,Well I'm reviewing a default template in prestashop. The price is wrapped within an offer schema
2014-06-28,06,48,38,<dprophit>,http://lists.w3.org/Archives/Public/public-vocabs/2014Jan/0164.html I like this proposal for discount relationship
2014-06-28,06,48,39,<dc_swig_>,B: http://lists.w3.org/Archives/Public/public-vocabs/2014Jan/0164.html from dprophit
2014-06-28,06,51,04,<dprophit>,I'm not sure if the HTML5 <del> tag alone would give enough information for semantic relationship
2014-06-28,06,52,25,<o0o0o>,o0o0o has quit
2014-06-28,06,52,37,<dbu>,<del> element represents a removal from the document
2014-06-28,06,53,36,<dprophit>,Correct.
2014-06-28,06,54,02,<dbu>,<price><del>$24.95</del> $19.95</price> ?
2014-06-28,06,56,24,<dprophit>,let me pastebin. Hold on
2014-06-28,06,58,24,<dprophit>,http://pastebin.com/ity0pUYj is the current tagged release version snippet.
2014-06-28,06,58,25,<dc_swig_>,C: http://pastebin.com/ity0pUYj from dprophit
2014-06-28,07,00,29,<dprophit>,Line 29 is where I suggested to the project to use the <del> tag and remove CSS linethrough property.
2014-06-28,07,06,50,<dbu>,yeah del is a good replacement for css linethrough..
2014-06-28,07,07,10,<dbu>,probably not enough to describe the discounted price unless it's specified/adopted
2014-06-28,07,07,23,<dbu>,i am not an ontologist...
2014-06-28,07,11,03,<dbu>,as long as eveyrone buys everything at amazon/ebay/taobao it's just an academic exercise. maybe people would use DDG/google/yandex and start shopping at longtail stores after doing searches?
2014-06-28,07,11,30,<dbu>,~or emit discount-notices over streaming-GRaph networks.. with filter-pipelines of sale tastemakes etc
2014-06-28,07,11,49,<dbu>,someting simulating 1980s Canal sT in NYC would be ideal
2014-06-28,07,12,54,<dprophit>,It IS very difficult for solo's to compete with boxed retail
2014-06-28,07,13,28,<dbu>,longtail vendors.. become substores on amazon/ebay
2014-06-28,07,13,43,<dbu>,how do those stores handle metadata from 3rd parties? any schema.org use?
2014-06-28,07,14,31,<dprophit>,All depends upon the open source ecommerce project. There are amazon API's for merchant feed(s).
2014-06-28,07,15,43,<dprophit>,"So, therein lies the database abstraction to UX layout(s)"
2014-06-28,07,17,08,<dprophit>,Ebay has one of the sloppiest API documentation publications. Many go in circles with data that does not reflect current API fucntionality.
2014-06-28,07,17,19,<dbu>,microformats used oldschool HTML els as muchb as possible for metadata
2014-06-28,07,17,55,<dbu>,im not sure to what extent schema.org does that. in RDF it's extraordinarily rare you'd dig inside a RDF:HTML/XSD:XMLLiteral to look for something like <del>.
2014-06-28,07,19,35,<dprophit>,"<del> was the only thing I could think of to markup a slahed price. You may be right that it gives the wrong signal. The price is not removed. It's simply a new price specification. I already checked that schema, too. Might be relevant."
2014-06-28,07,20,18,<dbu>,"for one, if you're using schema.org as RDF predicates. or in JSON-LD, you might not even have <html5> els available"
2014-06-28,07,20,31,<dbu>,so you're limiting it to the microdata use-case
2014-06-28,07,22,15,<dbu>,the boolean 'on sale' flag seems reasonable
2014-06-28,07,22,24,<dbu>,"how you specify the original price, don't know"
2014-06-28,07,23,52,<dprophit>,I posted the topic at https://plus.google.com/u/0/+DenverProphitJr/posts/8zfj7Ev94MJ and Dan Brickley CC'd Professor Martin Hepp. *crossing fingers* I sure do want to help the prestashop community on this.
2014-06-28,07,23,57,<dbu>,"specifying <del>'s usage at a RDFa/Microdata level as somethng like ""This isn't captured into the derived graph, as it's an old value"" when used for rendering diffs/history though"
2014-06-28,07,25,10,<dbu>,"oh, danbri referred you here"
2014-06-28,07,25,20,<dbu>,is there a schema.org specific chan?
2014-06-28,07,25,38,<dbu>,it seems more active of a community than random abandonware schemas i've crawled offprefix.cc's list
2014-06-28,07,25,40,<dprophit>,First I found the channel via google search. Shared the w3 doc and Dan was the first to respond heh
2014-06-28,07,26,02,<dbu>,ok. i whoised danja or aaronsw or danc or danbri in #swhack in like 2001. and i saw #rdf-ig. then it changed names sometime
2014-06-28,07,26,12,<dbu>,"that and swh was using RDF in his LV2 audio plugins and was all ""what's this RDF thig...?"""
2014-06-28,07,27,05,<dprophit>,"Haven't found a schema.org specific channel, yet. I did find #microformats"
2014-06-28,07,27,12,<dbu>,in 1999 i worked on some product in sf called INTERSHOP. i thinkj i actually saw it still in use on sonystyle.com like last year
2014-06-28,07,28,34,<dprophit>,"My experience has been with osCommerce for the last 10 years. They're not very adaptive of structured data, yet. Prestashop holds promise... leading the way. The other leaders zen-cart, opencart, abantecart all do not compare"
2014-06-28,07,28,53,<dbu>,the GoodRelations pointer is good. BestBuy.com was using RDFa Afaik. maybe Walmart also
2014-06-28,07,30,01,<dbu>,"Martin Hepp, Joerg Leukel, ... Rent the article at a discount. Rent now"
2014-06-28,07,30,10,<dprophit>,"I'm on there now. The only ""recipe"" for prestashop led to a commercial open source plugin"
2014-06-28,07,30,17,<dbu>,"lol @ SpringerLink. time to ""Rent"" an article"
2014-06-28,07,30,54,<dprophit>,no way! I'd buy a kindle book before I'd ever rent an article. =)
2014-06-28,07,33,24,<dbu>, http://wiki.goodrelations-vocabulary.org/Cookbook/Pricing#Quantity_Discounts
2014-06-28,07,34,03,<dprophit>,that would be a different feature. These are sale discounts
2014-06-28,07,40,22,<jmvanel>,jmvanel has joined #swig
2014-06-28,07,41,25,<dbu>,more the temporally-valid one below. with the listPrice property..
2014-06-28,07,41,49,<dbu>,"MArtin Hep dismissed RDF as too-complex or something recentrly, based on a light skim of public-vocabs, so keep an eye out for post-goodrelations work"
2014-06-28,07,42,13,<dbu>,"in any event it sounds like youve stumbled upon the bleeding-edge, so go ahead and do what you think is best and maybe the cowpaths will be paved?"
2014-06-28,07,43,05,<dprophit>,Indeed!
2014-06-28,07,44,15,<MrWoohoo>,MrWoohoo has joined #swig
2014-06-28,08,05,48,<Shepard>,Shepard has quit
2014-06-28,08,21,26,<Simpson_2>,Simpson_2 has joined #swig
2014-06-28,10,19,17,<ktkNA>,ktkNA is now known as ktk
2014-06-28,10,20,32,<jmvanel>,jmvanel has quit
2014-06-28,11,41,21,<fr33domlover>,fr33domlover has joined #swig
2014-06-28,11,55,27,<libby>,libby has joined #swig
2014-06-28,12,17,30,<Sebastien-L>,Sebastien-L has joined #swig
2014-06-28,13,36,27,<karlcow>,karlcow has joined #swig
2014-06-28,13,37,12,<karlcow>,karlcow has quit
2014-06-28,13,53,17,<dprophit>,dprophit has left #swig
2014-06-28,14,06,42,<mischat>,mischat has joined #swig
2014-06-28,14,08,54,<mischat>,mischat has quit
2014-06-28,14,43,23,<Simpson_2>,Simpson_2 has quit
2014-06-28,14,45,38,<jmvanel>,jmvanel has joined #swig
2014-06-28,14,48,42,<Sebastien-L>,Sebastien-L has quit
2014-06-28,15,45,32,<jmvanel>,jmvanel has quit
2014-06-28,16,05,40,<ormaaj>,ormaaj has joined #swig
2014-06-28,16,15,51,<dsheets>,dsheets has joined #swig
2014-06-28,16,29,10,<mischat>,mischat has joined #swig
2014-06-28,16,36,24,<libby>,libby has quit
2014-06-28,16,41,25,<dsheets>,dsheets has quit
2014-06-28,16,41,48,<dsheets>,dsheets has joined #swig
2014-06-28,16,46,09,<dsheets_>,dsheets_ has joined #swig
2014-06-28,16,47,08,<dsheets>,dsheets has quit
2014-06-28,17,00,07,<libby>,libby has joined #swig
2014-06-28,17,01,57,<libby>,libby has quit
2014-06-28,17,30,27,<bblfish>,bblfish has joined #swig
2014-06-28,17,31,16,<bblfish>,bblfish has quit
2014-06-28,17,31,26,<bblfish>,bblfish has joined #swig
2014-06-28,18,09,37,<MrWoohoo>,MrWoohoo has quit
2014-06-28,18,48,53,<libby>,libby has joined #swig
2014-06-28,18,51,28,<libby>,libby has quit
2014-06-28,19,00,25,<mischat>,mischat has quit
2014-06-28,19,01,33,<mischat>,mischat has joined #swig
2014-06-28,19,20,53,<dsheets__>,dsheets__ has joined #swig
2014-06-28,19,23,25,<dsheets_>,dsheets_ has quit
2014-06-28,19,31,12,<ktk>,ktk is now known as ktkNA
2014-06-28,19,36,57,<dsheets__>,dsheets__ has quit
2014-06-28,19,37,22,<dsheets__>,dsheets__ has joined #swig
2014-06-28,19,38,38,<libby>,libby has joined #swig
2014-06-28,19,49,13,<dsheets__>,dsheets__ has quit
2014-06-28,19,49,37,<dsheets__>,dsheets__ has joined #swig
2014-06-28,19,49,49,<libby>,libby has quit
2014-06-28,19,56,39,<dsheets__>,dsheets__ has quit
2014-06-28,19,57,07,<dsheets__>,dsheets__ has joined #swig
2014-06-28,20,02,06,<G1eb>,G1eb has joined #swig
2014-06-28,20,02,27,<G1eb>,"hello, are there any SPARQL enthousiasts in the room right now?"
2014-06-28,20,18,06,<KjetilK>,"G1eb, yeah, but possibly not for long :-)"
2014-06-28,20,20,06,<G1eb>,"Ah nice! I was wondering. I have a dataset with some triples that have an organization object, such as <http://dbpedia.org/resource/Volkswagen>"
2014-06-28,20,21,39,<G1eb>,But if I try to specify in my query that all ?organization have to have predicate <http://dbpedia.org/ontology/industry> and object <http://dbpedia.org/resource/Automotive_industry> it returns 0 results.
2014-06-28,20,22,03,<G1eb>,Is that because that information is not in my dataset eventhough I did define a prefix for the dbpedia ontologies?
2014-06-28,20,23,11,<G1eb>,I also tried using the service <http://dbpedia.org/sparql> { ?organization ?p ?o } ?a owl:sameAs ?organization approach which did not work either
2014-06-28,20,53,38,<G1eb>,G1eb has quit
2014-06-28,21,38,51,<o0o0o>,o0o0o has joined #swig
2014-06-28,22,09,01,<dsheets__>,dsheets__ has quit
2014-06-28,22,21,09,<libby>,libby has joined #swig
2014-06-28,22,35,34,<mischat>,mischat has quit
2014-06-28,22,38,13,<mischat>,mischat has joined #swig
2014-06-28,22,49,21,<karlcow>,karlcow has joined #swig
2014-06-28,23,02,38,<mischat>,mischat has quit
2014-06-28,23,05,24,<mischat>,mischat has joined #swig
2014-06-28,23,14,42,<bblfish>,bblfish has quit
2014-06-28,23,15,08,<bblfish>,bblfish has joined #swig
2014-06-28,23,16,34,<mischat>,mischat has quit
2014-06-28,23,17,11,<mischat>,mischat has joined #swig
2014-06-28,23,19,41,<bblfish>,bblfish has quit
2014-06-28,23,23,21,<mischat>,mischat has quit
2014-06-28,23,33,08,<KjetilK>,KjetilK has quit
2014-06-28,23,43,28,<uranther>,uranther has joined #swig
2014-06-28,23,50,27,<libby>,libby has quit
2014-06-27,00,12,26,<FlashingFire>,FlashingFire has quit
2014-06-27,00,21,26,<FlashingFire>,FlashingFire has joined #swig
2014-06-27,00,35,56,<FlashingFire>,FlashingFire has quit
2014-06-27,01,06,34,<ephemerian>,ephemerian has quit
2014-06-27,01,44,45,<karlcow>,karlcow has joined #swig
2014-06-27,02,00,15,<aindilis>,aindilis has quit
2014-06-27,02,10,46,<FlashingFire>,FlashingFire has joined #swig
2014-06-27,02,24,04,<karlcow>,karlcow has quit
2014-06-27,03,02,00,<fallista_kahvia>,fallista_kahvia is now known as Kafka_the_phalli
2014-06-27,03,20,27,<Kafka_the_phalli>,Kafka_the_phalli is now known as Phahla-
2014-06-27,04,16,19,<FlashingFire>,FlashingFire has quit
2014-06-27,04,30,34,<karlcow>,karlcow has joined #swig
2014-06-27,04,38,26,<butter>, org.w3.ldp.testsuite.reporter.LdpEarlReporter@823618 failed: null for literals has been illegal since Jena 2.0
2014-06-27,04,40,04,<Pipian>,Pipian has joined #swig
2014-06-27,04,44,39,<sivoais_>,sivoais_ is now known as sivoais
2014-06-27,04,44,42,<sivoais>,sivoais has quit
2014-06-27,04,44,42,<sivoais>,sivoais has joined #swig
2014-06-27,04,50,07,<FlashingFire>,FlashingFire has joined #swig
2014-06-27,05,40,42,<FlashingFire>,FlashingFire has quit
2014-06-27,06,29,52,<Pipian>,Pipian has quit
2014-06-27,06,59,44,<libby>,libby has joined #swig
2014-06-27,07,12,08,<stefan-_>,stefan-_ has joined #swig
2014-06-27,07,12,32,<ephemerian>,ephemerian has joined #swig
2014-06-27,07,18,48,<libby>,libby has quit
2014-06-27,07,23,18,<SimpsonTP>,SimpsonTP has joined #swig
2014-06-27,07,28,11,<Simpson_2>,Simpson_2 has joined #swig
2014-06-27,07,34,22,<mus1cb0x>,mus1cb0x has joined #swig
2014-06-27,07,34,54,<mus1cb0x>,hi is there a chan for swig js template engine?
2014-06-27,07,42,06,<G1eb>,this is Semantic Web Interest Group
2014-06-27,07,42,34,<G1eb>,wrong channel mate ;)
2014-06-27,07,42,57,<G1eb>,try asking in #express
2014-06-27,07,48,14,<MrWoohoo>,MrWoohoo has joined #swig
2014-06-27,07,50,03,<ktkNA>,ktkNA is now known as ktk
2014-06-27,07,51,27,<mischat>,mischat has joined #swig
2014-06-27,08,05,42,<libby>,libby has joined #swig
2014-06-27,08,10,26,<libby>,libby has quit
2014-06-27,08,11,14,<Simpson_2>,Simpson_2 has quit
2014-06-27,08,17,17,<Simpson_2>,Simpson_2 has joined #swig
2014-06-27,08,25,08,<SimpsonTP>,SimpsonTP has quit
2014-06-27,08,39,41,<libby>,libby has joined #swig
2014-06-27,08,48,55,<rom1504>,rom1504 has joined #swig
2014-06-27,08,51,25,<Phahla->,Phahla- is now known as Lord_Protector
2014-06-27,09,05,08,<Lord_Protector>,Lord_Protector is now known as Qaf_Malkon
2014-06-27,09,42,01,<Qaf_Malkon>,Qaf_Malkon is now known as homo-erotic_lite
2014-06-27,09,43,56,<libby>,libby has quit
2014-06-27,09,47,22,<ldodds>,ldodds has joined #swig
2014-06-27,09,50,58,<beauvais>,beauvais has joined #swig
2014-06-27,09,51,08,<beauvais>,beauvais has quit
2014-06-27,10,19,20,<dsheets>,dsheets has joined #swig
2014-06-27,10,20,42,<stefan-_>,stefan-_ has quit
2014-06-27,10,33,53,<stefan-_>,stefan-_ has joined #swig
2014-06-27,10,36,59,<ldodds>,ldodds has quit
2014-06-27,10,37,10,<ldodds>,ldodds has joined #swig
2014-06-27,10,40,59,<ldodds>,ldodds has quit
2014-06-27,10,41,04,<ldodds1>,ldodds1 has joined #swig
2014-06-27,10,57,23,<Simpson_2>,Simpson_2 has quit
2014-06-27,11,47,29,<ldodds1>,ldodds1 has left #swig
2014-06-27,12,10,22,<libby>,libby has joined #swig
2014-06-27,12,13,27,<libby>,libby has quit
2014-06-27,12,14,33,<mischat>,mischat has quit
2014-06-27,12,27,30,<Anchakor_>,Anchakor_ has quit
2014-06-27,12,28,53,<danbri1>,danbri1 has joined #swig
2014-06-27,12,32,18,<stefan-_>,stefan-_ has quit
2014-06-27,12,37,33,<olivd>,olivd has joined #swig
2014-06-27,12,49,04,<stefan-_>,stefan-_ has joined #swig
2014-06-27,12,49,09,<mischat>,mischat has joined #swig
2014-06-27,13,02,47,<Anchakor_>,Anchakor_ has joined #swig
2014-06-27,13,09,39,<mischat>,mischat has quit
2014-06-27,13,09,49,<mischat_>,mischat_ has joined #swig
2014-06-27,13,11,39,<Sebastien-L>,Sebastien-L has joined #swig
2014-06-27,13,31,22,<olivd1>,olivd1 has joined #swig
2014-06-27,13,33,27,<olivd>,olivd has quit
2014-06-27,13,36,31,<TallTed>,TallTed has joined #swig
2014-06-27,13,55,36,<Pipian>,Pipian has joined #swig
2014-06-27,14,13,00,<mischat>,mischat has joined #swig
2014-06-27,14,14,44,<mischat_>,mischat_ has quit
2014-06-27,14,17,03,<dmiles>,dmiles has quit
2014-06-27,14,17,16,<Pipian>,Pipian has quit
2014-06-27,14,17,53,<dmiles_afk>,dmiles_afk has joined #swig
2014-06-27,14,40,51,<Pipian>,Pipian has joined #swig
2014-06-27,14,43,48,<SimpsonTP>,SimpsonTP has joined #swig
2014-06-27,14,55,20,<Anchakor_>,Anchakor_ has quit
2014-06-27,14,56,42,<Sebastien-L>,Sebastien-L has quit
2014-06-27,15,23,17,<Pipian>,Pipian has quit
2014-06-27,15,27,17,<Pipian>,Pipian has joined #swig
2014-06-27,15,42,32,<SimpsonTP>,SimpsonTP has quit
2014-06-27,15,45,02,<Sebastien-L>,Sebastien-L has joined #swig
2014-06-27,15,45,03,<Pipian>,Pipian has quit
2014-06-27,15,46,00,<stefan-_>,stefan-_ has quit
2014-06-27,15,47,08,<karlcow>,karlcow has quit
2014-06-27,15,48,03,<Pipian>,Pipian has joined #swig
2014-06-27,15,48,41,<karlcow>,karlcow has joined #swig
2014-06-27,15,50,27,<olivd>,olivd has joined #swig
2014-06-27,15,50,43,<olivd1>,olivd1 has quit
2014-06-27,16,20,49,<ephemerian>,ephemerian has left #swig
2014-06-27,16,21,57,<mischat>,mischat has quit
2014-06-27,16,24,15,<mischat>,mischat has joined #swig
2014-06-27,17,16,13,<ormaaj>,ormaaj has quit
2014-06-27,17,20,45,<Sebastien-L>,Sebastien-L has quit
2014-06-27,17,29,31,<olivd1>,olivd1 has joined #swig
2014-06-27,17,29,35,<olivd>,olivd has quit
2014-06-27,17,30,42,<olivd1>,olivd1 has quit
2014-06-27,17,37,39,<dsheets>,dsheets has quit
2014-06-27,17,42,25,<sesuncedu>,sesuncedu has joined #swig
2014-06-27,17,44,15,<mischat>,mischat has quit
2014-06-27,17,49,47,<deiu>,deiu has joined #swig
2014-06-27,18,04,32,<deiu>,deiu has quit
2014-06-27,18,05,58,<deiu>,deiu has joined #swig
2014-06-27,18,17,12,<betehess>,betehess has left #swig
2014-06-27,18,29,31,<stefan-_>,stefan-_ has joined #swig
2014-06-27,18,37,29,<ktk>,ktk is now known as ktkNA
2014-06-27,18,41,08,<danbri1>,danbri1 has quit
2014-06-27,18,41,30,<danbri1>,danbri1 has joined #swig
2014-06-27,19,00,28,<deiu>,deiu has quit
2014-06-27,19,03,10,<Simpson_2>,Simpson_2 has joined #swig
2014-06-27,19,39,12,<eelseth-stdin>,eelseth-stdin has joined #swig
2014-06-27,19,42,41,<eelseth-stdout>,eelseth-stdout has quit
2014-06-27,19,42,41,<Shepard>,Shepard has quit
2014-06-27,19,42,54,<Shepard>,Shepard has joined #swig
2014-06-27,19,49,39,<stefan-_>,stefan-_ has quit
2014-06-27,20,33,43,<Simpson_2>,Simpson_2 has quit
2014-06-27,20,34,01,<Simpson_2>,Simpson_2 has joined #swig
2014-06-27,20,34,22,<Simpson_2>,Simpson_2 has quit
2014-06-27,20,47,31,<dbs_>,dbs_ has joined #swig
2014-06-27,20,51,57,<dbs>,dbs has quit
2014-06-27,21,02,31,<TallTed>,TallTed has quit
2014-06-27,21,11,23,<G1eb>,G1eb has quit
2014-06-27,21,11,24,<G1eb>,G1eb has joined #swig
2014-06-27,21,11,38,<G1eb>,G1eb has quit
2014-06-27,21,11,38,<G1eb>,G1eb has joined #swig
2014-06-27,21,19,41,<FlashingFire>,FlashingFire has joined #swig
2014-06-27,21,22,55,<FlashingFire1>,FlashingFire1 has joined #swig
2014-06-27,21,26,56,<stain_>,stain_ has joined #swig
2014-06-27,21,31,10,<FlashingFire>,FlashingFire has quit
2014-06-27,21,31,10,<G1eb>,G1eb has quit
2014-06-27,21,31,12,<stain>,stain has quit
2014-06-27,21,31,15,<nevali>,nevali has quit
2014-06-27,21,42,07,<nevali>,nevali has joined #swig
2014-06-27,21,54,31,<melvster>,melvster has quit
2014-06-27,21,54,52,<melvster>,melvster has joined #swig
2014-06-27,23,21,24,<uranther>,uranther has quit
2014-06-27,23,22,06,<danbri1>,danbri1 has quit
2014-06-26,00,13,35,<SiskosBaldHead>,"ormaaj, are you there?"
2014-06-26,00,24,02,<fr33domlover>,fr33domlover has quit
2014-06-26,00,26,31,<ormaaj>,yes
2014-06-26,00,26,56,<FlashingFire>,FlashingFire has joined #swig
2014-06-26,00,31,48,<mischat>,mischat has quit
2014-06-26,01,10,38,<FlashingFire>,FlashingFire has quit
2014-06-26,01,16,53,<FlashingFire>,FlashingFire has joined #swig
2014-06-26,01,38,41,<danbri>,danbri has quit
2014-06-26,02,07,55,<karlcow>,karlcow has joined #swig
2014-06-26,02,08,07,<dbu>,dbu has quit
2014-06-26,02,09,05,<dbu>,dbu has joined #swig
2014-06-26,03,13,53,<DanC_>,DanC_ has joined #swig
2014-06-26,03,18,44,<dbu>,w $GOPATH/bin/server  -bind=localhost:3000 -debug=true -vhosts=true 2014/06/26 03:16:48 http: TLS handshake error from 127.0.0.1:45964: tls: failed to parse client certificate: x509: unhandled critical extension
2014-06-26,03,23,00,<dbu>,what is preferred way to bypass 404. post an empty Turtle doc?
2014-06-26,03,25,37,<Pipian>,Pipian has joined #swig
2014-06-26,03,32,28,<FlashingFire>,FlashingFire has quit
